timestamp,ingredient_id,ingredient_name,error,attempts
2026-05-21T05:18:43.741695,2,Sữa tươi tiệt trùng Devondale nguyên chất 1L,not_filled,3
2026-05-21T05:18:44.951776,3,Lốc 6 hộp sữa đậu nành canxi plus Fami 200ml,not_filled,3
